payload,sentiment
"thank you very much for offering me the position of Commercial/residential surveyor  at Richardson LLC, following our final
interview earlier this week.
after a lot of consideration, i have decided, with regret, not to accept the offer.
due to personal
reasons, unfortunately i am no longer in a position to accept the role.
i really appreciate the time that you have taken to meet with me over the course of our
interviews last week and this week.",negative
"thank you for offering me the role of assistant manager at Gonzalez, Turner and Carter.
after much consideration, i
regret to inform you that i am declining your offer.
while i believe that your company would be an
excellent place to work due to its outstanding safety profile, i have accepted another role that i think is
more closely aligned with my career goals at this time.
i thoroughly enjoyed meeting you and the rest of the team.
you and the rest of the interviewers were
courteous and supportive, and i wish i could have accepted the offer, but circumstances have prevented
me from doing so.
i am confident that you will find the right candidate, and they will be fortunate to work
at Gonzalez, Turner and Carter.
i wish you and your company all the best.",negative
"thank you for offering me the position of financial analyst at Lozano-Carlson.
i was delighted to meet
you and learn more about the company.
although i verbally agreed to accept the position, i have given it a lot of thought and decided to turn
down the post.
i believe it is in my, and your company’s, best interests.
ultimately, i elected to take on a
position at a firm where i believe my skills and experience are a better fit. i truly apologise for any
inconvenience i have caused.
i was impressed with Lozano-Carlson during the interview, and continue to be at this time.
wishing you
all the best in the future and hope to still see you in attendance at the snow terrace financial conference
in june.",negative
"thank you  for offering me the position of office assistant with carolina solar services.
i appreciate you taking the time to consider me for the role and for answering my
questions about the company and the position.
after much consideration, i will not be accepting the position as it does not fit the path i am taking
to achieve my career goals.
i am currently seeking for a position that would allow me to directly employ my knowledge of solar
energy in thefield so that i can reach my career goals of being a solar technician.
if a position of
this nature becomes available in the future, i would appreciate being considered for such a role.
again, thank you for your consideration, and i wish you all the best.",negative
"thank you again for taking the time to interview me last week, it was great to meet the team and
learn about the company.
i enjoyed learning about the swamp cleaner position, and i appreciate
your generous offer.
while this position seems like a great opportunity, i have decided that now is not the best time to
leave my current position.
once again, i would like to express my gratitude for the offer and my regrets that it did not work
out.
thank you for your time and i wish you the best in finding another candidate to ll the
position.",negative
"i would like to thank you again for taking the time to meet with me last week.
it was great to meet
the team and learn more about the money counter position, and i appreciate the offer to join
your team.
although i am very grateful for this opportunity and would be very excited to join your company,
unfortunately i have to decline your offer, as the salary does not meet my needs.
according to my
research, the typical salary range for someone in this position is between $50,000 and $70,000.
if you feel that you would be willing to accommodate my salary requirements, i would greatly
appreciate it and would love the opportunity to work with your company.
again, thank you for your time and support ",negative
"thank you so much for the offer for the role of junior alien hunter.
i really appreciate you taking
the time to consider me and for answering my questions about the company and the position.
while this role is a great opportunity, i have decided to pursue another position that will offer me
more opportunities to achieve my ultimate career goals.
it has been a pleasure getting to know you, and i hope that we cross paths in the future.",negative
"thank you so much for offering me the position of marketing manager at Gonzalez-Johnson.
it has been a
pleasure speaking with you and learning more about your company.
unfortunately, after giving a great deal of thought to this career opportunity, i have decided that it is in my
best interest, as well as the company’s, to turn down your gracious job offer.
i have recently decided to
accept another position that i believe is a better fit for my abilities and skill set.
i am truly sorry for any inconvenience this decision may cause.
i continue to be impressed with Gonzalez-Johnson growth and standing in the marketplace.
i wish you all the best in your future endeavors.
i hope to see you at the upcoming marketing conference
in june.",negative
"thank you so much for the offer to work as a Ophthalmologist at Fitzgerald, Mcbride and Lee.
i very much appreciate your time and consideration, and your effort in
answering my questions and helping me navigate the application process.
i was very happy to meet you and Dean Guzman on
February 17, 1985.
while working with you as Fitzgerald, Mcbride and Lee sounds like a tremendous
opportunity, i have decided to take a different position.
i’ve enjoyed getting to know you and everyone at Fitzgerald, Mcbride and Lee, and hope
we have the chance to meet in the future.
again, thank you for your
consideration and the generous offer.
i wish you all the best.",negative
"i hope things are going well at Day Inc.
interviewing with you on
November 07, 1996 was a positive experience and i was hoping to reach out and
touch base with you.",positive
"thank you for giving me this great job offer.
i am deeply grateful for the
opportunity that you have given to me to work for your company.
i am so sorry that i will have to decline the offer.
few hours before i got your email, i was informed that my aunt was admitted to
a hospital in another state.
she was just diagnosed with cancer.
my presence and
resources are needed immediately at the hospital because i am the only relative
she has.
i was informed that she may be on admission for the next three
months.
i apologize for this unfortunate situation, and also for any inconvenience that my
decision may have caused the company.
thank you again for the job offer, i do not take your faith in me for granted.",negative
"following our conversation yesterday morning over
the telephone, i would like to thank you for offering me
the position of (name of position) at (name of
company).
the challenges and growth within the company are
exciting but the salary offer is unfortunately below
what i would be happy with.
it has been a hard decision to make, but i have a few other offers available to me that suit my salary
goals more.
i wish to thank you for your time, consideration and offer, perhaps in the future or should there be a
reconsideration regarding salary, i would be more than happy to listen.",negative
"i wanted to thank you again for your letter offering me Landscape architect at Miranda-Payne.
i appreciate the time you and the rest of the name of company team spent with me outlining this opportunity.
while i certainly recognize the benefits of working at name of company, after thoughtful consideration i regretfully decline this offer.
as we discussed, reason for declining i am choosing not to accept your offer at this time.
i hope our paths will cross again in the near future, and wish you and name of company continued success.
thank you again for your time and consideration.",negative
"thank you so much for the offer to join Brown, Flowers and Charles in the Legal executive role.
i was excited
about the opportunity to work with the team there.
unfortunately, something unexpected came up, and i am unable to go forward with the job as
previously planned.
i would love to stay in touch via linkedin, and i hope our paths cross again in the future.",negative
"first, i want to thank you for the offer to work for Martinez PLC as a Plant breeder/geneticist
i was excited about the chance to join the team there, but something unexpected came up, and i
won’t be able to go forward with the job as planned.
i wish i didn’t have to back out like this.
i want to stay connected via linkedin, and i hope we
cross paths again in the future.",negative
"although you have been most encouraging in outlining
future development prospects inside King, Barton and King, i have accepted one other alternative
that’s extra in step with my abilities and profession objectives.
i loved assembly you and the remainder of your group.
you have been most type and gracious
all through the interview course of, and i solely want that circumstances allowed me to settle
for your provide.",negative
"i am so obliged for having been offered the position of Merchant navy officer at your company.
however, i find that i must decline the offer
in light of some reasons that have come up on my end.",negative
"while i extremely
appreciative for having been offered the role, i believe i will have to decline the same.
while the package you have offered me
is extremely generous, i have accepted a position at another company which better fits the role i was looking out for.",negative
thank you very much for offering me the Surveyor.,positive
"after much deliberation, i regret to inform you that i will be unable to accept your offer.
please know
that my decision was a difficult one, as i was impressed with the opportunity presented.
i wish you the best in your recruiting efforts for the position.
perhaps our paths will cross in the future.",negative
"thank you so much for offering me the Sales professional position.
after careful consideration, i have decided to accept a different position and won’t be able to accept this offer.
i appreciate the time spent interviewing me and introducing me to your organization throughout this process, and Mills PLC sounds like a fantastic company.
it was a difficult decision, and i wish you success in finding the right person for your role.",negative
"i hope you’re doing well.
unfortunately, i have decided to pursue another opportunity rather than accepting this offer.
i appreciate the time you and your team spent meeting with me and putting together this offer, and i wish you luck in finding
the right person for the job.",negative
"i hope all is well.

i wanted to follow up regarding the Mechanical engineer position, as i’ve come to a decision.
unfortunately, i have decided to pursue a different opportunity and must decline this offer.
i wish you luck in finding the right person for this role, and i appreciate the time and effort that you spent interviewing me and
extending me this offer.
thank you very much for the opportunity.",negative
"i wanted to follow up regarding the Senior tax professional/tax inspector position.
thank you very much for the opportunity.
however, i was offered another opportunity that i feel is a slightly better fit for my
career goals, and i’ve decided to accept it instead.
this was not an easy decision, and i hope you and your team are successful in finding the right person for your role.",negative
"i would like to take a moment to thank you for extending me an offer for the Community development worker within Morales Group and i am grateful you entrusted me with being suitable and
experienced for the aforementioned position.
i was looking forward to becoming part of the aetna health insurance family however after careful thought
and consideration for the role, salary, responsibilities, and the company; i have come to the decision to
decline the job offer presented to me.
your company has a bright future ahead, but i cannot accept the
position due to the total commute time i would have (approximately 37 hours total each day).
i truly appreciate taking the time to have met with you and all interviewers during this process.
i am
immensely grateful to have received this opportunity to join your team and thank you for your time and
support throughout this process.
i hope to work together in the future should the opportunity become
available.",negative
"thanks for the great offer.
although i have experienced the application process with you very positively, i have decided not to accept the offer.
the reason for this is that i have been offered another job where i can develop my personal skills better.
in addition, i think that job is better for the rest of my career.
thanks again for the time and effort.
i liked that you not only looked at the cv, but also at the candidate as a person.
in addition, i appreciate it that i quickly received a response from you to my application.
who knows, we might talk to each other in the future.",negative
"while i understand the position and your company
oﬀer a great deal to a prospective employee, i have
had another oﬀer which i believe more closely
matches what i am looking for.
therefore, after
giving it much careful thought, i must decline your
oﬀer.",negative
"thank you again for oﬀering me the opportunity to
work at Jones-Lopez.
as i told you over the phone i regret that i must
decline the job oﬀer.
after considerable thought i
have determined that the position is not the best fit
for me at this time.
i enjoyed meeting you and learning about your
company and i wish you every success in the
future.",negative
"i would like to thank you again for oﬀering me the
position of Research officer.
i
genuinely appreciate the time you spent with me
and your consideration for the position.
i have spent some time reconsidering your job oﬀer
and i have concluded that this job is not the best fit
for my skills and experience.
i believe it is in the
best interests of both myself and the company to
turn down the job oﬀer.
i am very sorry for any
inconvenience that this may cause.

i enjoyed learning more about your company and i
wish you and your staﬀ much success in the future.",negative
"thank you so much for the offer of the Aid worker.
i so appreciate you taking the time to consider
me and for answering so many of my questions about the company and role.
after careful consideration, i regret that i must decline your offer.
although you were most encouraging in outlining
future advancement possibilities within Wiley LLC, i have accepted another opportunity that is more in line
with my skills and career goals.
i enjoyed meeting you and the rest of your team.
you have been most kind and gracious throughout the interview
process, and i only wish that circumstances allowed me to accept your offer.",negative
"i would like to take a moment to thank you for extending me an offer for the Conference centre manager within Williams and Sons.
after careful thought and consideration for the role, salary, responsibilities, and the company; i have come to the decision to decline the job offer presented to me.
your company has a bright future ahead, however i have accepted another position that is within a more commutable distance from my home.
i appreciate taking the time to have met with you and all interviewers.
i am truly grateful to have received this opportunity to join your team and thank you for your time and support throughout this process.",negative
"thank you very much for offering me the Nutritional therapist.
after careful consideration, i
regret that i must decline your offer.
although you were most encouraging in
outlining future advancement possibilities within Woods, Sweeney and Taylor, i have
accepted another opportunity that is more in line with my skills and career goals.
i enjoyed meeting you and the rest of your team.",negative
"i really want to thank you very much for offering me the position of senior supervisor in your
company.
however, i have been offered a similar role in another company, the details of
which i do not wish to disclose due to professional commitments, at a better ctc and perks
with my experience and qualifications.
i appreciate you for taking time and effort for interviewing me and also sharing relevant
information related to the job and the company.
i mean no disrespect but, i must go for the
offer that is best suited for me.
i wish continued success for your company!
thank you, for your time and effort.",negative
"i would like to inform you that i went through the job description
provided by you.
it seems to align with my interests.
i would be an amazing
asset to your organization and in due course a learning opportunity for me.
to discuss further could we talk over skype so that i could get a broader
idea about the job profile.







",positive
"i am sending you my resume for the position of devops/build & release
engineer.
kindly find the attachment and consider my profile for this
position.







",positive
"pfa my resume for your reference.
i am interested in this position.







",positive
"this is in response to the job opportunity mail i had received.
i work as a data scientist in infosys center for emerging technology
solutions(icets) where advance technology projects are incubated.
i am
responsible for building ai, ml and analytical components for different
verticals of industry using classical and modern deep learning algorithms.
my core expertise are on r and python.
i have hand s on experience in
computer vision , nlp and deep learning.
also pfa for my updated resume.
if you need any further details please let
me know.







",positive
"if you have ai engineer/data scientist role with a reputed mnc in 
bangalore,kindly let me know.







",positive
"                i have gone through the naukri job posting and mail you
have sent to me.
i found that the required skill set is in high coherence
with mine.
i am looking forward to connect with you.
i extensively work on video analytics, volumetric data rgbd (medical
imaging)  right form object detection (yolo v3, retinanet) to sota
segmentation modeling (3d u-net, v-net) along with a project of facial
recognition of employees.
i also worked on recommendation systems at
reliance jio (jio tv and jio movies).
i also have proficiency in python and
deep learning libs (tensorflow, keras) along with other necessary tools
(tensorrt, tensorflow serving, opencv).
finally, i request you to please go through my cv and
github repositories(embedded in my cv).







",positive
"thanks for reaching out


i am excited to submit my application for the devops engineer/sre position.
i believe my skills and background will help me quickly exceed your
expectations for this role.
constantly updating my skill set, i am proficient in openstack, aws, ec2,
docker, kubernetes, jenkins, git, ansible, vmware, xen, kvm with proven
abilities to create innovative automation.
i have a master's degree in
computer science and have spent the past three years in cloud and devops
technology, where my main responsibilities revolved around collaborating
with software developers, system operators, and other it staff members to
manage code releases.
i was involved with the full product lifecycle, from
strategic planning through to deployment and maintenance.
i look forward to discussing the role and my qualifications with
you in more detail.







",positive
"i have attached my resume for the requirement.
*total exp:* 04+ years

*exp in python development: 2 years*
experience in ai, python, nlp, machine learning.
list and details of my published work in research journals could be found
here: https://scholar.google.com/
citations?user=x1sxqgiaaaaj&

it would be a sincere pleasure to hear back from you soon to discuss this
exciting opportunity.







",positive
"am interested for this position


i am forwarding my cv and expecting an interview schedule.
so, could you please consider my cv and give an opportunity to work along
with like you people.







",positive
"please find my cv for devops/build & release engineer position in us.







",positive
"i'm sanket, i'm looking for oppurtunities in ai ml python and bigdata.
please go through my profile and let me know.
sanket
8050491998
mumbai







",positive
"please find the updated resume.







",positive
"please find the attached resume for the position and let me know if you
need any further information.







",positive
"thank you for your email notification via naukri.
i will be interested in the opportunity that the organisation is to offer
and my skills are in alignment with your requirements.
would require your
support on the next steps and interview process.
i can be reached out on my india number on +91 9987747507.
my whatâs app number is +91 9833933505.
feel free to call me for any clarifications.







",positive
"i have gone through the job detail.
i am attaching my resume for your
reference.







",positive
"i received an email from you yesterday regarding job opening in devops.
yes, i am interested in this position.
i am providing my details below
along with resume.
full name: lukesh babu
mobile number: 7780607535
email id: lukeshlukks@gmail.com
linkedin id: https://www.linkedin.com/in/bezawada-lukesh-0b1641191/
current ctc: 5.4 lpa
expected ctc: 8.4 lpa
notice period: 2 months current location: hyderabad







",positive
"i am interested with this opportunity.
please process further and let me know if there anything  i need to do.







",positive
"i'm an experienced and hands on us recruiting professional with 15 yrs of
experience.
have recruited candidate for clients like vmware,cisco,bank of the
west,hbg,sap,lending point, fidelity,etc.
please review my resume and advise.
looking forward to hearing from you.







",positive
"                          this is sujan.
here i am sending my resume along
with this mail.kindly check it.
i ready to work  on the front end
technologies like object oriented javascript, angularjs, nodejs.
and i
have knowledge in java, j2ee, spring, hibernate, ejb, jpa, jms, soap and
rest.







",positive
"i am sending you my updated resume in attached file.







",positive
"please find attached my detailed profile for us it recruiter.
i have about 20 yrs of experience in service delivery and sourcing.
largely, i have worked on profile screening, interviewing, skill gap analysis, upskilling programs also, in my capacity management roles in genpact and microsoft.
with location being a challenge due to personal commitments, i am exploring an appropriate role to contribute remotely.
let me know if my profile fits into your team.







",positive
"i'm interested in working with your organization kindly please check my
resume for your reference



thanks,
manojkumar c







",positive
"i applied for this job at naukri.
as a reply to the email, please
refer my updated resume as requested.







",positive
"with reference to the mail below please find my updated resume attached.







",positive
"pfa,


thanks & regards,
devendra pal singh rathore,
+91 8105592464, 8003668168







",positive
"
job | excellent opportunity for senior level us it recruiter 


44 applicants 

	


	
	



mideenkother 


senior us it recruiter, senior it recruiter, it recruiter, 

	
	








	


current designation senior technical recruiter 


current company nygci 


notice period 15 days or less 


previous designation senior it recruiter 


previous company plato technologies inc 


contact details 


mobile:   
	


exp 


6 yrs 


ctc 


  

location 


  
	


not able to view details?







",positive
"

dear mr dk singh,
i am forwarding my resume, as desired.hope to hear from you soon.







",positive
"thank you for getting in touch with me.
i am a passionate person looking forward to implement machine learning
algorithms and deep learning models that solve real world problems, which
enables to use my knowledge and experience.
i've more than 1 year work experience in ai/ml/nlp/deep learning/python.
please find my resume attached to this email for your reference.
looking forward to hearing from you.







",positive
"we can talk tomorrow in afternoon at 2 pm.







",positive
"i am madhusudhan.g , please let me know further information.
g
ph :no:8749043948







",positive
"i would like to introduce myself as r.raghupathy from india - a passionate
front end developer with 7 years of experience in this field and overall 10
yrs of experience in it.
i have received email from naukri job portal
regarding job opportunity in us.
i would like to know more about this opportunity.
please have a look on my
updated resume and lets sync up at the earliest.
looking forward for your reply email.







",positive
"
your email client cannot read this email.

to view it online, please go here:
http://rcssoftware.in/display.php?m=1248019&c=037e506f0ca194c48d06e3d1260dd475&s=2663&l=72&n=361


to stop receiving these
emails:http://rcssoftware.in/unsubscribe.php?m=1248019&c=037e506f0ca194c48d06e3d1260dd475&l=72&n=2663







",positive
"in this email i am attaching my resume for your reference.







",positive
"  do look at my resume and let me know if my experience and knowledge match
your requirements.







",positive
"
pfa resume of mine.

i am a recruitment and training expert, csm, crm and ops professional with more than 10 years of experience managing customer care & support, client relationship, servicing & retention, sales (inside & direct), marketing, business operations and development, customer support & training, operations in voice, email and chat process at various organization throughout my career.
after reading about the oppurtunity, i am very confident that the vacancy is a perfect match for my experience, abilities and knowledge.
i believe that i can make a valuable contribution to your organizations present & future projects and initiatives and because of my success in various multiple environments, i am confident i can do the same as a member of your team.
my recent employment as a customer relationship manager at bloomkonnect and specialist at azuga telematics pvt ltd, i have achieved an average of 80% sales growth and 100% csat.
i have also successfully introduced new product lines and recruited & trained sales & support teams  across globe.
as a crm, customer support, bd & marketing manager, i feel that my biggest strengths are my ability to grow revenue per customer as well as retaining existing clients by motivating sales teams and ensuring they focus on the needs of our target audience.
i would welcome an opportunity for a personal interview to discuss your organizations needs and the results you can expect from me in addressing those needs.
please feel free to call me on my cell phone: +91-7338554875 so you can arrange an interview time that fits your schedule.
please find my attached updated resume and i look forward very much to hearing from you.







",positive
"thanks for sharing me the opportunity on naukri.
i am a recruitment and training expert, csm, crm and ops professional with more than 10 years of experience managing customer care & support, client relationship, servicing & retention, sales (inside & direct), marketing, business operations and development, customer support & training, operations in voice, email and chat process at various organization throughout my career.
after reading about the oppurtunity, i am very confident that the vacancy is a perfect match for my experience, abilities and knowledge.
i believe that i can make a valuable contribution to your organizations present & future projects and initiatives and because of my success in various multiple environments, i am confident i can do the same as a member of your team.
my recent employment as a customer relationship manager at bloomkonnect and specialist at azuga telematics pvt ltd, i have achieved an average of 80% sales growth and 100% csat.
i have also successfully introduced new product lines and recruited & trained sales & support teams  across globe.
as a crm, customer support, bd & marketing manager, i feel that my biggest strengths are my ability to grow revenue per customer as well as retaining existing clients by motivating sales teams and ensuring they focus on the needs of our target audience.
i would welcome an opportunity for a personal interview to discuss your organizations needs and the results you can expect from me in addressing those needs.
please feel free to call me on my cell phone: +91-7338554875 so you can arrange an interview time that fits your schedule.
please find my attached updated resume and i look forward very much to hearing from you.







",positive
"sorry i forgot to attach my resume.
please find the same as attached.







",positive
"thanks for the sharing jd.
it looks good to me.
please go ahead and process my application
if any please let me know.







",positive
"*greetings !
*

i would like to apply for the mentioned post.
i am ready to join
immediately.
please find my updated resume attached along with this mail.
awaiting for the call !







",positive
"im looking for remote opportunities and i have 5+ years of experience in us
it recruitment.
i can work with least monitoring and will work closely
with the team.
attached is my resume for your reference


total years experience us it recruiter -5+
last drawn salary -6.5l /a
availability -immediate
present location -chennai, india

note- i'm having laptop and high speed broadband internet connection also
have us calling facility textnow.







",positive
"my name is arnab pan, have 2.8 years of experience in solving nlp
problems skilled with python programming and machine learning.
presently working on text classification, entity recognition, knowledge
graph,
rule-based, semantic and syntactic parsing, word embedding, developed
a conversational bot and a recommendation system from scratch, it's in
production.
i have shared my resume for your consideration.







",positive
"please find my resume for chandigarh location as an attachment.







",positive
"having 2 years of experience in data science & machine learning on
r-language and python programming languages windows environment.
and in that 2 years i having 6 months of experience in data analyst
please find below details and documents,

c exp = 2.2 years.
c ctc =6 lpa.







",positive
"this is my updated resume.







",positive
"please find attached my resume for your perusal.







",positive
"i have attached my profile.
kindly let me know regarding the scheduled
interview.







",positive
"
hello mr. dk singh,

i received your mail from naukri.com for ai/ data scientist.
please find my resume attached for your reference.
currently i am working as a data analyst at aligned automation with more
emphasis on implementing machine learning algorithms (classification,
regression, clustering) to solve business problems as well as up-skill
myself in building string business acumen.







",positive
"my name is pushkar patil and i am searching job in data science and machine
learning.
i have done training in the data science and machine learning of
4 months.
i am sending my resume for this job application.
if you satisfied
with my profile then send me an updates as soon as possible.







",positive
"new device signed in to


india-jobs@sibatel.com
your google account was just signed in to from a new apple iphone device.
you're getting this email to make sure it was you.
check activity
you received this email to let you know about important changes to your
google account and services.
â© 2019 google llc, 1600 amphitheatre parkway, mountain view, ca 94043, usa







",positive
"new device signed in to


india-jobs@sibatel.com
your google account was just signed in to from a new apple iphone device.
you're getting this email to make sure it was you.
check activity
you received this email to let you know about important changes to your
google account and services.
â© 2019 google llc, 1600 amphitheatre parkway, mountain view, ca 94043, usa







",positive
"i got your email and want to inform that i am interested in the job
opportunity.
please find my resume attached with this email.
thanking you,
anubhav roy







",positive
"skills required for .net programmer can perfectly match with my educational
background and working experience.
data placed by you on source
considerably meets with my requirement.
my work experience includes:

having experience over 9.2 years in all phase of software development
lifecycle using agile scrum methodologies.
hands on experience in developing web application using asp.net, mvc 3.0,
c#, wcf, ado.net, linq, entity framework, jquery, and sql server.
excellent communication, leadership & interpersonal skills with clear
understanding of business logic.
contributed to the intellectual property of the company through training
sessions, white papers and product ideas.
hands on experience in vba and ms-access data base as backend.
efficient in end-to-end development of software products from requirement
analysis to system study, designing, coding, testing, de-bugging,
documentation and implementation.
lastly i would like to add that my hard working ability would definitely
work in the favor of your company, just need a chance to prove myself.
benevolently arrange the call / schedule a interview as per your time
convenience.thanks







",positive
"thanks for reaching out regarding this opportunity, i am interested in this
position and i see a crossover of skills and  experience, looking to take
this forward.
please find my resume attached.







",positive
"this has reference to your email dated today calling for the position of
manager hr of your bangalore branch.
please find appended my curriculum vitae which speaks about my
qualification and experience.
currently i am drawing 6.6l pa and and i am ready to join in a month.
if you are satisfied with my resume,  please revert for further interview
process.
hope to hearing from you soon.







",positive
"i am looking for a job opportunity on devops role.
kindly find attached
resume for your reference.
mobile no: 995 995 0282







",positive
"i thank you for shown interest on my profile.
herewith, i have attached my resume.
for further discussion, i'm available at any time.







",positive
"
kind attn: mr. d. k. singh,

dear sir,
good day!ref.
to the subject, please find attached my cv fyki and review.
i'm interested in the job and my expected salary is rs.
60k - 75 k.for any clarifications please do not hesitate to contact me.







",positive
"this is d.banu hussain having 2 years 6 months work experience in devops
engineer & cloud provider in it field.
devops engineer with 2+ years of
hands on experience in architecting / automating and optimizing mission
critical deployments over large infrastructure.
proficient with
configuration management tools and in developing ci/cd pipelines.
am attaching my resume for reference please go through it.







",positive
"

in todayâs highly competitive world and fast-paced market, organizations
need strong and aggressive leadership to meet ever-changing business
development goals iâd like to give you a quick overview of my ability.
my background *includes 20+ years of hands on experience in hr squadron in
the indian air force; my strength is to **take responsibilities of
leadership, independent decisions and accomplish effective follow ups till
completion of the task.
*



the accompanying resume should serve to give you an idea of not only my
past achievements but also my potential for making a significant
contribution to your company.







",positive
"please find my resume attached.







",positive
"this is atul from ambala, ex-para commando from indian army(president award
winner).i have completed my mba in hr.
please see the attached file as my
resume.
please go through from that & consider it for admin/hr/operations
manager in your esteemed organisation.
my major is administration and minor is hr in which my 08 year experience
is of indian army(admin head & para commando) and 04 years in civil as
admin manager cum hr manager.
currently i am working for housing.com as
admin cum operations head for punjab & haryana zone.your valuable reply is
awaited.







",positive
"thank you for your interest in my profile.
i am glad that youâre looking
for data scientists.
i am looking forward to this opportunity.
i am currently working as a programmer analyst.
i have expertise in python,
machine learning, algorithms, libraries, and tools related to ml and also
worked on a few web development projects.
i have 2 years of experience with
the above technology stack.
apart from this, i am open to new technologies
as well.
also, i have attached my resume for your reference.
please let me know if
you require any further information.
looking forward to hearing from you.







",positive
"greetings!
thanks for showing interest in my profile, please find attached my updated
resume for the work from home opportunity in your company.
i would be interested to work as an it recruiter or helping you in
onboarding new customers if, i get an expected salary while working from
home.







",positive
"i would like to apply for the account manager role in your company.







",positive
"i am writing this email to enquire as to whether you have any
vacancies for *devops
engineer/asp.net present time.
i was working as a *software developer *in  *programming tree*, having 2.2
yrs of experience.
looking up for the role of * devops engineer* or  *asp.net

i am attaching my resume for your reference.
request you to go through it
and let me know about the vacancy.







",positive
"
hope you are doing well.
thank you for your email.
it feels great to hear from you.
iâve gone through the company profile as well as the requirements you are
looking for.
currently i am working with the state government agency tamil nadu e
governance agency, in a very dynamic project ie, face recognition
attendance system using artificial intelligence.
i am responsible for managing various modules of this project such as data
preparation, data analysis, extracting desired region, extracting
thumbnails, training of ml model, etc


kindly refer the attached cv for more details.
also i would love to work with this esteemed

organisation, if iâll get a chance.







",positive
"sir.
i am m.raghu vamsi searching for the job.







",positive
"my name is abdul saheed.
having all around 3 years of professional experience in it and
2 years of experience in devops in healthcare domain.
please find below attached resume.
if any requirement matching with my profile
please inform me.







",positive
"this is nageshwar varma.
this is with reference to the job description i have received from you.
please find my updated resume attached to this email.
hoping to hear from you soon.







",positive
"
hi pfa., my updated profile for reference.

i have rich experience on the mvc frameworks (struts 1.2 &2, jsf 1.2&2) , orm frameworks (hibernate & jpa) , webservice (rest & soap) and spring.
i got good banking/retail domain knowledge and involved in various/all phases in the software development life cycle.
also got good exposure to oracle db/sql where involved in creating procedures and done packages for complex systems.
involved in the performance tuning in both java and oracle sides.
here by i have attached my latest updated profile, can you please look into this and revert back if my skills suits.







",positive
"i have received an mail on job opportunity, i was interested on the backend job profile(java) requirement specified on the mail.
i have rich experience on the mvc frameworks (struts 1.2 &2, jsf 1.2&2) , orm frameworks (hibernate & jpa) , webservice (rest & soap) and spring.
i got good banking/retail domain knowledge and involved in various/all phases in the software development life cycle.
also got good exposure to oracle db/sql where involved in creating procedures and done packages for complex systems.
involved in the performance tuning in both java and oracle sides.
here by i have attached my latest updated profile, can you please look into this and revert back if my skills suits.







",positive
"





",positive
"
i herewith forward my resume for your kind perusal.







",positive
"please accept the resume, i am here by attaching, for the position of
technical team leader.
i have undergone training in industrial environment
and have working knowledge of industrial projects in java.
i am good in
writing clean and structured code.
currently, i am working in ibm india pvt ltd, noida as technical team
leader.
i have 5.1 years of java/ j2ee application development experience.
i am an oracle certified professional, java se 6 programmer (91 %ile).
i believe you will find me hard-working, reliable, dedicated and self
motivated for completing given assignment in given time frame and with
limited resources.
i am thankful to you for reviewing my credentials.
i hope, i will fit
suitable for working with your organization.
please let me know if any concerns are there.







",positive
"good morning.
thanks for your e-mail.
please find enclosed resume for your kind perusal.







",positive
"greetings!!
please find attached profile for your perusal.







",positive
"i was interested to join in your organization.
please find my resume attached







",positive
"pfa my profile for the position of data scientist.







",positive
"thank you for the opportunity.
i am attaching my updated resume for your
reference.
looking forward to hearing from you.







",positive
"i am interested in the opportunity .
my profile is attached for your
review.
looking forward to hear from you.







",positive
"
please find my attached resume .itâd be very kind to hear back from your
end  if thereâs any open position which can suit my current skills,
capabilities and experience.







",positive
"greetings..!
i hope you are doing well!
please find the below details as requested.
also, please find attached.
1) full name: vishal itware
2) contact details (best number): 9284478991
3) current location: pune
5) total /rel experience(in years): 2.6 years
6) notice period:- less than 15 days
current ctc-390000
expected ctc-650000
7) preferred location: relocate

notice period:- less than 15 days  ( i am ready to join immediately)

negotiated joining time  yes

interview availability: *skype id for interview:*  vishal itware
----------------------------------
thanks & regards,
vishal itware







",positive
"
hello sir, i got your mail regarding position of ai engineer.

please help
me through the further processing requirements.







",positive
"i got your naukri.com based reply for ai-ml engineer position.
replying to
the same inquiry.
my name is akshay dodhiwala & i have been working as an data scientist
since last 2 years.
i have attached my resume & project document for your
reference.
as of now i am leading team of 8 other data scientist to deliver
industry grade solutions.
and i am also microsoft certificated data
scientist.
please do see them and let me know if need any further
information.







",positive
"i have received an email regarding job opening with your organization.
please find my resume attached for your reference.







",positive
"hope you are doing well.
this is regarding the vacancy for the profile of front end developer for
which am sharing my resume with you.
please find attached to this email a copy of my cv that details my past
experience.
looking forward to a prompt and positive revert from your end.







",positive
"i am very much interested for this position.
please find the attached
resume.







",positive
"i am very much interested for this position.
please find the attached
resume.







",positive
"!
!good morning!!
i am writing this mail in order to apply for the vacant position of azure
devops within our company.
additionally, i have 3+years of experience in a similar position.
i would
like to take a chance to show my abilities and prove that i am a right
candidate for this kind of job.
i was involved in many devops projects both in team and individually.
during my 3 years of experience there were a lot of achievements in my
career.
kindly ask you to consider me as a candidate for this vacancy within our
organization.
ch.
chandana







",positive
"
good afternoon mr. singh,

yes, i'm very much interested in this job opportunity

please find my most updated resume attached with this email

many thanks

ken








",positive
