payload,sentiment,mocker
"thank you very much for offering me the position of Commercial/residential surveyor  at Richardson LLC, following our final
interview earlier this week.
after a lot of consideration, i have decided, with regret, not to accept the offer.
due to personal
reasons, unfortunately i am no longer in a position to accept the role.
i really appreciate the time that you have taken to meet with me over the course of our
interviews last week and this week.",negative,Enrique
"i would like to thank you again for offering me the position of sales associate at ghb
company.
i genuinely appreciate the time you spent with me and your consideration for
the position.
i have spent some time reconsidering your job offer and i have concluded that this job is
not the best fit for my skills and experience.
i believe it is in the best interests of both
myself and the company to turn down the job offer.
i am very sorry for any
inconvenience that this may cause.
i enjoyed learning more about your company and i wish you and your sta much
success in the future.",negative,Enrique
"Dear  Ms. Medina:    

I’m writing to you because I’m interested in applying
 for your open “AI, Machine Learning / Web Developing” position.
 I am finishing my studies in machine learning/object detection
 and want to apply my skills in the real world. I believe the description
 of the qualifications and proficiencies match with my experience and
 I can be a valuable asset to the organization. For example:

  • Experience in YOLO and Caffe frameworks.
  • Experienced with Matlab, C/C++, CUDA, Python, Java, 
    Linux Command Line.
  • Experience developing Machine Learning methods 
   such as Neural Networks.
  • Experience in Object Detection / Machine Learning
    with published papers.

I have attached my resume in for your consideration. 
I hope you will learn more about my background. If I can provide
you with any further information please let me know, 
I would love to talk to you in more detail regarding this 
or any other position.
Thank you for your time and consideration

Sincerely,


Sergio Cruz",positive,sam
"

My English is not good enough 
",negative,Wendy
"following our recent conversation, i wanted to thank you for offering me the position of sales assistant with your
company.
i was very impressed by the company and your team.
however, it is with regret that i have made the difficult decision to decline the offer.
unfortunately, after further discussion with my prospective manager, i feel that the role doesn’t offer the progression
opportunities i am looking for.
thank you again for this opportunity and i wish you all the best in the future.
i am afraid that after further consideration, i have decided to decline the offer.
although i was very keen on this role, i have since been offered another job which is a closer fit to my career aspirations.
thank you again for this opportunity and i wish you all the best in the future.",negative,Enrique
"
I want to know more about the benefits
",neutral,Wendy
" 

your job offer is not compatible with my goals carrier.

",negative,Sol
"Greetings,

The job position would be great for me if only I could choose my own work location.
Due to personal reasons I currently cannot be away too ofter or for too long. 

Does the job offer remote work options?
Is it possible to take sick days/personal days?

Regards

",neutral,Ivan
"thank you for offering me the position of Insurance claims handler with Young and Sons.
i appreciate your
interest in hiring me.
unfortunately, i have decided to accept a position with another
company that is a better match for my current goals.

again, i appreciate the offer and your careful consideration.
i wish you and your
company continued success in all endeavors.",negative,Enrique
"Good afternoon,

My name is Edson Álvarez.
I am currently looking for a job.
  I saw an ad in occ.com.mx they are looking for
posgraduate staff and I'm interested
to participate in the selection process.
I have a master's degree in engineering and
experience in food industries
in development departments,
production and quality. I attached my CV.
Thanks for your time and attention.
Regards.",negative,sam
"
*hello d k singh,*

*hope  you are doing well*

with *reference *to your emails via indeed on dated  *16**/nov 2019*,
i wish to offer my *professional candidature *for the post of* lead * *us
it recruiter **.
*for your favorable *consideration,* my enclosed
*resume *provides
you with an *overview *of my relevant *experience*.
i have over *9+* years
of work experience including close to 6+ *yr s* of relevant experience into *us
it recruitment and hr admin ( **time -sheets**)**.
*


i am looking forward to associate myself with an organization that can make
use of my experience, exposure and expertise for mutual benefits.
i
believe that my experience is a close match with your client's needs.
i
would be delighted to discuss my application further with you.
should you
require any further information



please feel free to contact me at *+91 9502881015 *or

email me at  dayanand950@gmail.com
*thanks & regards*

*dayanand enugula*
*+91 9502881015*









",positive,Enrique
"while accepting the position i was certain that i fit the criteria for the said role.
however, after some research and findings, i need to rescind my acceptance of your generous job offer.
while i hold you, your team, and
Dominguez, Olson and Allen in the highest regard, i am not in a position at this time to accept your offer.
i want to wish you and Dominguez, Olson and Allen the best continued success.
thank you again, Jennifer Lee, for all your time and efforts.
perhaps our paths will cross again someday.",negative,Enrique
"i want to express my sincerest appreciation to you for including me in the interview process as
you seek candidates for your Energy engineer position.
i have enjoyed meeting
with the members of your staff and i know you have an outstanding operation.
as i explained when we spoke this morning, i respectfully withdraw from consideration for your
position, because i have just accepted another employment offer.
my best wishes to you and the staff of Robles, Chapman and Downs.
i hope we will have the chance to talk at
the next conference.
thank you again for the opportunity to explore
career possibilities with your oﬃce and the courtesies extended to me by so many of your
colleagues.",negative,Enrique
"Dear Dr. Prof. Weismann,  

I would like to thank you for extending me the soft professor teaching position at the Mathematical Analysis department at Technical University Wien. I am pleased to officially accept the offer and begin working with the team.

As discussed, I agreed with the teaching hours scheduled for the coming semesters and the research activities I will conduct. I will send all documentation to begin the hiring procedure.

Please let me know if there is anything I can provide before my start date on January 23, 2019. 

Thanks again!
Dra. Sarah Martinez",positive,Salvador
"i'm working as a devops engineer in l&t technology services with 4 years of
experience.
i'm  looking for new opportunities.







",positive,Enrique
" 

I don't want to work full time, is it possible that this offer comes in a half time job?

",neutral,Sol
"thank you so much for offering me the position of marketing manager at Gonzalez-Johnson.
it has been a
pleasure speaking with you and learning more about your company.
unfortunately, after giving a great deal of thought to this career opportunity, i have decided that it is in my
best interest, as well as the company’s, to turn down your gracious job offer.
i have recently decided to
accept another position that i believe is a better fit for my abilities and skill set.
i am truly sorry for any inconvenience this decision may cause.
i continue to be impressed with Gonzalez-Johnson growth and standing in the marketplace.
i wish you all the best in your future endeavors.
i hope to see you at the upcoming marketing conference
in june.",negative,Enrique
"Dear Samanta Medina,

Good day. I saw the job position for IntekGlobal SA de CV,
which requests professional programmers
with a science-related mastery in the Glassdoor application.
  This application showed me this email as a contact for position mentioned.
I am a recent graduate of the master of computer science CICESE. 
Find attached my C.V.
I would appreciate any information or consideration regarding the position.

I remain at your service,

Cesar Miguel",positive,sam
"i want to thank you for all the time that you’ve spent with me.
meeting you and your team to speak about Lewis-Johnson was an
absolute pleasure.
i really hold all of you in high regard.
at this time, i’ve decided that another opportunity is a better option for
me and my career path.
i want you to know this was a very difficult
decision.
i hope we can stay in touch and speak about future job opportunities.",negative,Enrique
"thank you for giving me this great job offer.
i am deeply grateful for the
opportunity that you have given to me to work for your company.
i am so sorry that i will have to decline the offer.
few hours before i got your email, i was informed that my aunt was admitted to
a hospital in another state.
she was just diagnosed with cancer.
my presence and
resources are needed immediately at the hospital because i am the only relative
she has.
i was informed that she may be on admission for the next three
months.
i apologize for this unfortunate situation, and also for any inconvenience that my
decision may have caused the company.
thank you again for the job offer, i do not take your faith in me for granted.",negative,Enrique
"this is with reference to your job offer that you placed for the position of Commercial horticulturist.
after careful consideration of my
responsibilities and the kind of role i need to perform, i would like to rescind my acceptance for the said post.
i understand that i would miss the opportunity of working with a reputed company, backed with friendly and warm colleagues, but i have a
better offer as Commercial horticulturist in a small company.
it was a tough call making the decision as the reputation your company has is
incomparable.
i hope i should not regret my decision in the near future.",negative,Enrique
"Hello,

The job requirements do fit my profile but I'm not that sure I
would like to make the change. My current job is about the same
and I was more interested in changing my field to Machine Learning
rather than staying were I am. If you have any positions related to
this I would love to be considered. My profile has been updated
with the skills I've been acquiring to make this move.

I hope I can hear from you again if something else opens up. ",negative,Ivan
" 

Dear recruiter,

I had severe flu and was not able to reply earlier. I am aware that the deadline is already past but if the position is still available please consider my cv.
I am available for an interview.

Best regards,
Mr. M
",neutral,Sol
"
Thank you, Wendy,

But I’m not accepting  any offers 
",negative,Wendy
"i thank you for shown interest on my profile.
herewith, i have attached my resume.
for further discussion, i'm available at any time.







",positive,Enrique
"please find my cv for devops/build & release engineer position in us.







",positive,Enrique
"this is in regards to the “job title” employment offer that was presented by your esteemed company
on April 04, 1998.
i take immense pleasure and pride in informing you that i accept the offer to work at your
company.
i accept the terms indicated in the job offer – points 1, 2, 3 ..
as per our discussion, i shall complete all the formalities and paperwork before the job contract is
signed on April 04, 1998 and i will join the office on April 04, 1998.
i will also complete the delivery of other
“necessary documentation – insurance etc.” before this date.
i would like to reiterate my desire to do my utmost for the company, and my determination to
enhance the company’s progress.
i look forward to meeting you at the office,",positive,Enrique
"Hi,

The job description looks great but unfortunately
due to personal reasons I can't make the move at this time.
Perhaps some time in the future I will be available so I would still
like to be considered for a future position. I can also refer some 
colleagues who would be interested in this position if you'd like.",negative,Ivan
"

Wendy! 

My current contract is done, I’m ready to interview whenever you like.
",positive,Wendy
"Hello,

Regarding the job profile, my expertise are not exactly what are being asked
but they are very related. Competing technologies in fact. I'm a quick learner
and if the company can provide training I can quickly get up to speed.

I would love to hear back with any details regarding this position.",neutral,Ivan
" 
I am not available for this position.
",negative,Sol
"Dear Dr. Eva Braun,

Thank you for your offer of the position of Technical Specialist for the Witten Solutions Company. I am positively impressed with the depth of knowledge of your development team and believe that my experience will contribute to maximizing the profitability of the department.

I would like to talk with you regarding the salary and benefits you have offered before I could make a final decision. I feel that with the skills, experience, and contacts in the industry that I would bring to Witten, further discussion of my compensation would be appropriate.

Sincerely,
Adolf Gitler",neutral,Salvador
"Hello,

My name is Auraham Camacho.
  I contact you regarding
to the developer position
  in machine learning described in

  [one].Find attached my CVU.

Awaiting your comments.

Regards.",neutral,sam
"thank you again for offering me the opportunity to work at Powell PLC.
as i told you over the phone i regret that i must decline the job offer.
after considerable thought i have determined that the position is not the best fit for me at this time.
i enjoyed meeting you and learning about your company and i wish you every success in
the future.",negative,Enrique
"

in todayâs highly competitive world and fast-paced market, organizations
need strong and aggressive leadership to meet ever-changing business
development goals iâd like to give you a quick overview of my ability.
my background *includes 20+ years of hands on experience in hr squadron in
the indian air force; my strength is to **take responsibilities of
leadership, independent decisions and accomplish effective follow ups till
completion of the task.
*



the accompanying resume should serve to give you an idea of not only my
past achievements but also my potential for making a significant
contribution to your company.







",positive,Enrique
" 

 I am not interested, please stop sending emails or will be forced to act against you legally.

",negative,Sol
"
Could we talk in 3 months after my contract ends?
",neutral,Wendy
"
my bad, missed the attachment.

pfa to this mail.
regards
mohammed wajee
+91-7013265655
+91-9700167632








",positive,Enrique
"Hi!

I am interested and would love to follow up on the offer.",positive,Ivan
"Hi,

The description for the position looks great. I would be interested
in learning more about it and perhaps interviewing for it.",positive,Ivan
"thank you for sending me a job offer email for the position of Phytotherapist.
i am very grateful for the time you spent considering me.
i was delighted in receiving your offer because your company left a great impression on me.
after thorough consideration, i decided to decline your offer.
unfortunately, something completely unexpected happened, and i cannot accept your proposition.
i hope Foster, Bailey and Barrera will progress forward and achieve great successes in the future.",negative,Enrique
"thank you for offering me the role of assistant manager at Gonzalez, Turner and Carter.
after much consideration, i
regret to inform you that i am declining your offer.
while i believe that your company would be an
excellent place to work due to its outstanding safety profile, i have accepted another role that i think is
more closely aligned with my career goals at this time.
i thoroughly enjoyed meeting you and the rest of the team.
you and the rest of the interviewers were
courteous and supportive, and i wish i could have accepted the offer, but circumstances have prevented
me from doing so.
i am confident that you will find the right candidate, and they will be fortunate to work
at Gonzalez, Turner and Carter.
i wish you and your company all the best.",negative,Enrique
"
I want to know more about the vacancy
",neutral,Wendy
"skills required for .net programmer can perfectly match with my educational
background and working experience.
data placed by you on source
considerably meets with my requirement.
my work experience includes:

having experience over 9.2 years in all phase of software development
lifecycle using agile scrum methodologies.
hands on experience in developing web application using asp.net, mvc 3.0,
c#, wcf, ado.net, linq, entity framework, jquery, and sql server.
excellent communication, leadership & interpersonal skills with clear
understanding of business logic.
contributed to the intellectual property of the company through training
sessions, white papers and product ideas.
hands on experience in vba and ms-access data base as backend.
efficient in end-to-end development of software products from requirement
analysis to system study, designing, coding, testing, de-bugging,
documentation and implementation.
lastly i would like to add that my hard working ability would definitely
work in the favor of your company, just need a chance to prove myself.
benevolently arrange the call / schedule a interview as per your time
convenience.thanks







",positive,Enrique
" 

Dear recruiter,

I am very thankful for your email, unfortunately, I am considering another job. 
Could you elaborate on the benefits of this job?

Best regards.

Martha D.

",neutral,Sol
"thank you very much for offering me the opportunity to work at Cooper Inc as Architectural technologist.
after much deliberation, i will not be accepting the position, as it isn’t the right fit for my long-term career goals.
i sincerely appreciate the offer and give you my best wishes in finding a suitable candidate for the position.
i wish you and the
company well in all future endeavours.",negative,Enrique
"Hi Samantha:

I'm writing to you to show you
 my interest to work as a software
 developer at Interglobal.
 I saw the convocation trough CICESE. 
I already have some experience as 
a developer. I attach my CV.

Regards,
Efren",neutral,sam
" 

thank you for considering me for this position,  I am sorry to inform you that I have taken a job in south lake city and will be moving next week.

",negative,Sol
"Hello good afternoon


My name is José Antonio Martínez,
I'm 29 years old, I'm single,
I live in Montemorelos NL, and I would like
participate for the job position available, 
I am available, for learning and traveling.
I am here for any other information you need.
My cell number is 4432178324
I attach my resume.

I would like to work in the United States
I'd like to meet that country

I do not speak English but I can learn over time.
I just want to work. 😔",negative,sam
"Greetings,

The dev job you've sent me looks to be promising and would like
to follow up with an interview if it's still available. If not, then
perhaps you can contact me again if something similar comes up.",positive,Ivan
"Hello,

I appreciate the consideration you have given me but I must decline. 
Best of luck on your search.

",negative,Ivan
"Dear Ing. Smith,  

I thank you for drawing my attention to the Front-end developer position at your company. I considered this as a great opportunity and hereby I confirm my acceptance of the position.

As mentioned during the interviews, I still have a contract to meet that closes the next month. I am joining the company on March 4, 2020. Therefore, I would ask you for the relocation aids your company provides before the starting date.

Please, let me know if I need to take further action during this time.

Best regards!
Daniel Baumtree",positive,Salvador
"hope you are doing great !!!!!
as i came to know that you have
an opportunity for  lead us it recruiter  professional in us
staffing, i intend to utilize this opportunity, as i am well confident
about the above position.
therefore, i am sending you my updated resume for
your consideration.
i am having 9+years of experience in us recruitment and
bench sales working with the many tier-1 vendors for clients like
cai,vitaver, ge orbit, cisco,wipro,tech mahindra, infostretch, itc, state
clients,emids,hcl,scif,visa, altermatics, hexaware, mphasis,moa, covendis
to name a few........


*key asset:*

* excellent contacts,maintaining good relations with existing clients and
good professional relationship with the tier-1/client (generate new leads)
* good in recruitment and bench sales.
*


please feel free to call me or mail me.







",positive,Enrique
"Dear Samantha Medina,
I got your email from OCC after applying
for your job position,
  I leave you my updated CV attached,
I also wanted to tell you that I have two publications
  more pending for my JCR assestment and
  just I'm waiting for a date to present
  the PhD test (I was postponed for the
environmental contingency caused by COVID-19).
I would like to mention that although both my MsC and my PhD
they are in, they takes classes and subjects 100% mathematics
  in fact they were given to me in the department
of CINVESTAV mathematics by doctors from
training and postgraduate in mathematics and already in the
  PhD I took classes with physicists due to my subject
  related to fluid mechanics and thermodynamics.
Finally, I say goodbye, thanking you for your time.
Best regards,
Ottmar.",positive,sam
"
I like the proposal, I want to know more about the Hosting that they offer.
",neutral,Wendy
"i am writing to apply for a recent job opening advertised on your website
for the position of business analyst.
the position and responsibilities
seem exciting and matching to my interest areas and experience.
i would
like to bring your attention to my key strengths for the job role:

    experience on deep learning (convolutional neural network), machine
learning algorithms and nlp.
knowledge of languages: python, sql, microsoft azure (basics)

    knowledge of statistics and tableau.
for more information, iâm herewith attaching my resume for your
consideration.
iâm always reachable on my email and
phone number.







",positive,Enrique
"thank you for offering me the position of sales associate with the regency company, llc.
after a great deal of reflection, i have decided to accept a position with another company.
i enjoyed speaking with you, and i appreciate the time you took to share information about
this opportunity.
i admire the work that your team is doing, and i hope to find a way to be
involved in your work in the future, even though the timing did not work out this time.",negative,Enrique
"thanks for your email.i am interested in this position.
please find the
attached resume.
kindly let me know if there is any open position.







",positive,Enrique
"please find attached cv herewith.
i am interested to go for this position
(office administrator)

waiting for your positive response.







",positive,Enrique
"
if you sign up for facebook, you'll be able to stay connected with friends by seeing their photos and videos, staying up to date with their latest status updates, exchanging messages and more.







",positive,Enrique
"although you have been most encouraging in outlining
future development prospects inside King, Barton and King, i have accepted one other alternative
that’s extra in step with my abilities and profession objectives.
i loved assembly you and the remainder of your group.
you have been most type and gracious
all through the interview course of, and i solely want that circumstances allowed me to settle
for your provide.",negative,Enrique
"pfa my resume.







",positive,Enrique
" 

Thank you for your email.
should I qualify for this job, I'll be glad to schedule an interview.

Marry S.

",positive,Sol
"Hello Samantha,

My name is Lakshmi Tejeda, I have a master's 
degree in Chemistry with a bachelor's degree 
in Nanotechnology and software programming in high school.

I don't have a master's degree in physics or mathematics,
 but I have knowledge in both, from classical physics to
 quantum physics, also have knowledge in software 
programming languages of C ++ and Java.
And last but not least, mastery of the english language.

Best regards

MC. Lakshmi Tejeda",positive,sam
"Good day,

I am writing to you for the vacancy
that they have published, currently
  I reside in Querétaro with a
  Master in Artificial Intelligence,
  which I did at the University
Autonomous of Querétaro.
I am open to any contact
  if they so desire. I attach my CV.
Best regards",positive,sam
" 

I have just enrolled in a Ph.D. program and can not apply for this job.
I will be glad to work with you in the future and look forward to meeting with you on another occasion.


Gabriela Romero

",negative,Sol
"Greetings,

The job opportunity looks great and I would normally jump at it but at
this time it would be difficult to make the change. I would love
to hear about other openings in the future if you would consider me again. ",negative,Ivan
"Hello,

I read the description and I really liked it. Please consider me
for an interview at your soonest convenience. ",positive,Ivan
"while i extremely
appreciative for having been offered the role, i believe i will have to decline the same.
while the package you have offered me
is extremely generous, i have accepted a position at another company which better fits the role i was looking out for.",negative,Enrique
"
communication not that good .... pass on him







",positive,Enrique
"

My name is Manuel Combarro Simón, we spoke a little while ago, I am sending you my updated CV, I have not worked as such in artificial intelligence, but I have seen some courses and made simple classifiers.

Cheers,

",positive,Wendy
"first, i want to thank you for the offer to work for Montgomery PLC as a Barrister's clerk.
i was excited about the chance to join the team there, but something unexpected came up, and i
won’t be able to go forward with the job as planned.
i wish i didn’t have to back out like this.
i want to stay connected via linkedin, and i hope we cross paths again in the future.",negative,Enrique
"Hello,

Thank you very much for the information. If only I had known sooner but unfortunately
I just started a new project and I cannot go back on that commitment. I hope I can
be considered for future opportunities once I become available again. 

Regards. ",negative,Ivan
"Hi,

I've read the job position and it looks interesting but I have a few doubts. 
Does this position allow for remote work?
Will there be a lot of travel?
Does it provide certification courses?

I would love to get an answer to these question.",neutral,Ivan
"thank you again for oﬀering me the opportunity to
work at Jones-Lopez.
as i told you over the phone i regret that i must
decline the job oﬀer.
after considerable thought i
have determined that the position is not the best fit
for me at this time.
i enjoyed meeting you and learning about your
company and i wish you every success in the
future.",negative,Enrique
"i'm interested in working with your organization kindly please check my
resume for your reference



thanks,
manojkumar c







",positive,Enrique
"Greetings,

I saw the description for the job you sent me and I think it could be
a good change for me. It's a bit different from my usual roles but
I'm certainly up to the challenge. 

Regards. 
",positive,Ivan
"Dear Samantha.

I am a CICESE graduate, I saw the ad in
  the job board and I would like
  know what it is about.

Thank you.",neutral,sam
"i got your naukri.com based reply for ai-ml engineer position.
replying to
the same inquiry.
my name is akshay dodhiwala & i have been working as an data scientist
since last 2 years.
i have attached my resume & project document for your
reference.
as of now i am leading team of 8 other data scientist to deliver
industry grade solutions.
and i am also microsoft certificated data
scientist.
please do see them and let me know if need any further
information.







",positive,Enrique
"Good morning, please find
I attach my CV for the position of physicist-mathematician.

A cordial greeting,
Ignacio",positive,sam
" 
Hi,
Thank you for your email.
I have already accepted a job offer from Company X.
Best,
L.",negative,Sol
"
My family does not want to move to the city
",negative,Wendy
"please find attached my resume for the position of expert us it recruiter

feel free to connect at 9902495007 for further process.
murali







",positive,Enrique
"pfa my profile for the position of data scientist.







",positive,Enrique
"thank you  for offering me the position of office assistant with carolina solar services.
i appreciate you taking the time to consider me for the role and for answering my
questions about the company and the position.
after much consideration, i will not be accepting the position as it does not fit the path i am taking
to achieve my career goals.
i am currently seeking for a position that would allow me to directly employ my knowledge of solar
energy in thefield so that i can reach my career goals of being a solar technician.
if a position of
this nature becomes available in the future, i would appreciate being considered for such a role.
again, thank you for your consideration, and i wish you all the best.",negative,Enrique
"Hello good afternoon

I send my CV to apply for any position in Intekglobal.

Cheers
Marlenne Banos Leal",negative,sam
"this is atul from ambala, ex-para commando from indian army(president award
winner).i have completed my mba in hr.
please see the attached file as my
resume.
please go through from that & consider it for admin/hr/operations
manager in your esteemed organisation.
my major is administration and minor is hr in which my 08 year experience
is of indian army(admin head & para commando) and 04 years in civil as
admin manager cum hr manager.
currently i am working for housing.com as
admin cum operations head for punjab & haryana zone.your valuable reply is
awaited.







",positive,Enrique
"
job | excellent opportunity for senior level us it recruiter 


44 applicants 

	


	
	



mideenkother 


senior us it recruiter, senior it recruiter, it recruiter, 

	
	








	


current designation senior technical recruiter 


current company nygci 


notice period 15 days or less 


previous designation senior it recruiter 


previous company plato technologies inc 


contact details 


mobile:   
	


exp 


6 yrs 


ctc 


  

location 


  
	


not able to view details?







",positive,Enrique
"Dear Joe,

Thank you for offering me the position of Web Developer. I will take the job offer. I am willing to contribute to the company's growing ambitions.

As we discuss previously, I agree with the monthly income of $ 9,500 and all the benefits after 2 months. Additionally, I need assistance with relocation as we both agreed.

Please, feel free to contact me if I need to send further documentation. I look forward to meeting you and the team on July 6, 2021.

Best regards,
Salvatore Falconi",positive,Salvador
"Good afternoon, I hope you are very well.

The reason for this mail to extend a cordial greeting,
  in addition to send you my CV for the Position described in the
  mail subject.

My name is Alvaro Moreno, I have worked as
Project and Initiative Management Engineer
of Innovation and Technological Projects for 2 years,
and as a developer of integration projects
technology and engineering for another 2 years.

I have used various technologies from
that are mentioned in the job description,
and I have worked on various innovation projects,
so it could be of interest to the company.

Without further ado for the moment, I appreciate your time and attention,
  and I remain pending.

Cheers,
ASM
",neutral,sam
"i am writing to formally accept your offer of Technical author at Combs Group.
i am very grateful
for the opportunity, and delighted to be joining the company.
thank you very much for the opportunity.",positive,Enrique
"i am so obliged for having been offered the position of Merchant navy officer at your company.
however, i find that i must decline the offer
in light of some reasons that have come up on my end.",negative,Enrique
"Greetings,

The job seems to fit my profile but compared to my current
employment it looks like more of the same for me. I'm not interested
in a lateral move but if anything should come up in the future be
sure to keep me in mind.",negative,Ivan
"thank you very much for offering me the Nutritional therapist.
after careful consideration, i
regret that i must decline your offer.
although you were most encouraging in
outlining future advancement possibilities within Woods, Sweeney and Taylor, i have
accepted another opportunity that is more in line with my skills and career goals.
i enjoyed meeting you and the rest of your team.",negative,Enrique
"Hello,

I'm not interested in this position but if you have any openings for a more senior role 
I would definitely like to hear about it. ",negative,Ivan
"
HI! 

Recently graduated in Computer Science , I’ll like to apply for this job offer 
",positive,Wendy
"after much deliberation, i regret to inform you that i will be unable to accept your offer.
please know
that my decision was a difficult one, as i was impressed with the opportunity presented.
i wish you the best in your recruiting efforts for the position.
perhaps our paths will cross in the future.",negative,Enrique
"i would like to thank you again for taking the time to meet with me last week.
it was great to meet
the team and learn more about the money counter position, and i appreciate the offer to join
your team.
although i am very grateful for this opportunity and would be very excited to join your company,
unfortunately i have to decline your offer, as the salary does not meet my needs.
according to my
research, the typical salary range for someone in this position is between $50,000 and $70,000.
if you feel that you would be willing to accommodate my salary requirements, i would greatly
appreciate it and would love the opportunity to work with your company.
again, thank you for your time and support ",negative,Enrique
" 

I have to decline since my work visa has expired.
",negative,Sol
"Hello Samantha,

I contact you
to send you my resume,
which I would like it to be considered
  for the AI position.

I will appreciate if you confirm me
you have received this email.",positive,sam
" 

Hi Sam,

thank you for contacting me, Does this job requires me to move to California?

thanks,

G.
",neutral,Sol
"Dear Mr. Jones,

I sincerely appreciate your consideration for the account manager position with your firm. I regret to inform you that I must withdraw my application for the job. My wife has received an attractive promotion with her company that will require relocation to another state, and we will be moving at the end of the summer.

Thank you for the time you spent reviewing my qualifications and meeting with me.

Best regards,
Shaun Murphy
555-862-15756
shaun_mur@mymail.com",negative,Salvador
"Good afternoon Samantha Media,

I am interested in the job offer

for Ai, Machine Learning /

Web Developing Position.

Could you send me more information?

Find attached my CV.

Thank you,

Luis Munguia",neutral,sam
"with reference to your email regarding the job offer letter, i would like to thanks for giving me
an opportunity to work with a dynamic team and learn more.
i accept the subject offer
position and eager to join.
thanks for your email about the offer and i look forward to seeing you soon.",positive,Enrique
"Hi,

The job description mentions a training period. For how long is this period? What
sort of projects will I be working on? 

Regards.",neutral,Ivan
" 

I am available for working only from home, if the job position is flexible with this I am happy to be considered for an interview.

Mrs, House

",neutral,Sol
"thank you for your mail via naukri for job opportunity.
please find my updated resume attached in the mail.







",positive,Enrique
"i am an ambitious, self-motivated person who believes in team work,
dedication and honesty.
i am a pro-active and quick learner with
exceptional time management and communication skills.
i have 10 years of
experience in the rpo & bpo sector with expertise in staffing &
recruitment/talent acquisition experience.
worked in the position of a
delivery manager & team lead â operations for 10 years at allegis services
pvt.
ltd. (teksystems), tescra pvt.
ltd., artech info systems, vls
consulting, ilink software services (taj technologies) and tekxcellence
inc.
i have managed contract, contract to hire and permanent staffing needs
for various fortune 100 clients over the past decade.
please feel free to contact me to discuss further.







",positive,Enrique
"

Good morning Samantha, I hope you are well.

I wanted to ask you about the dynamics to apply for a job
  in the company you work for,
specifically in the area of software development.

Also is the job available, for any age range?
  in my case I am 48 years old today.

I'll wait for your response.

Greetings and take good care",negative,sam
"i am interested in the
job opening and i am attaching my resume to this email.
kindly find the
attachment for the same.







",positive,Enrique
"it is with great pleasure that i accept your offer to join Stephen Jackson as a Counselling psychologist under
Stephen Jackson.
the goals you outlined for the position are well-matched to my abilities, and i consider
it a privilege to join your team.
as we discussed, my annual salary will be $7002, and medical benefits will commence after 38 days of
employment.
Stephen Jackson, thank you for making the interview process enjoyable.
i look forward to working with
you and the Stephen Jackson team.
i will report to work on July 18, 1993.
in the meantime, feel free to call me at +1-225-674-6952x636.",positive,Enrique
"Hello,

The job position looks great but I would like to ask a few questions.

1) Are there options for relocation?
2) Is work-from-home allowed? If not always, on occasions? 
3) Are there allowances for religious holidays? ",neutral,Ivan
"following our conversation yesterday morning over
the telephone, i would like to thank you for offering me
the position of (name of position) at (name of
company).
the challenges and growth within the company are
exciting but the salary offer is unfortunately below
what i would be happy with.
it has been a hard decision to make, but i have a few other offers available to me that suit my salary
goals more.
i wish to thank you for your time, consideration and offer, perhaps in the future or should there be a
reconsideration regarding salary, i would be more than happy to listen.",negative,Enrique
"thank you so much for offering me the Nature conservation officer position.
after carefully considering
the compensation package outlined in your offer, i must regretfully decline.
the
salary does not meet the financial requirements of my current situation.
it was a pleasure meeting you and learning about your company.
i wish you
continued success and hope we will have the opportunity to work together in the
future.",negative,Enrique
"thanks for your email.
iam  interested in this position.







",positive,Enrique
"thank you for this email and glad that you found my profile matching your
requirement.
i have worked on the technologies you are looking for, but
very less  at ejb and jpa.
i am a fast learner and can meet your
expectations in much less time span.
please find my resume attached.







",positive,Enrique
"i want to thank you very much for offering me the role
of International aid/development worker at Travis, Johnson and Nelson.
i appreciate that you
interviewed a number of candidates and will have
spent much time reaching your decision.
i was very impressed by Travis, Johnson and Nelson, which
made my decision a difficult one.
after careful
consideration, however, i have taken the decision to
decline your offer of employment.
the reason is that i
have been offered a different role at a more senior
level, and with a greater opportunity to develop
management skills.
i enjoyed meeting you and your colleagues, who were
friendly and professional throughout.
i would like to
wish you and your company the very best for the
future and i thank you again for your time.",negative,Enrique
"please find my resume for chandigarh location as an attachment.







",positive,Enrique
" 

Hi Wendy,

I am not interested in this position since it is not compatible with my professional profile, but it could also enhance my set of skills, is there any prior training in this job?

Best wishes,

Mario

",neutral,Sol
"thank you for your offer for the post of an administrative assistant as a result of my last
interview.
however, i regret to accept your offer currently due to unavoidable reasons.
i will be
very much thankful if you accept my regret letter.",negative,Enrique
"pfa for my resume.







",positive,Enrique
"thanks for reaching out, i am interested in applying for the job position
of âai engineer / data scientist in usâ.
the updated resume is attached, providing further information on how my
career background meets your requirements.
i look forward to hearing from
you.







",positive,Enrique
"please accept this letter as confirmation of my resignation from the position of Community arts worker
at Wright Inc, effective from one month from today’s date, January 15, 1984.
i am very thankful for the opportunities, guidance and ongoing support you have provided me.
thank you again, and i wish you and Wright Inc all the best for the future.",negative,Enrique
